# ==========================================================================
# T14  gps_shimura_test  Jacobian columns  --  PROVISIONAL, pending T27 reload
# --------------------------------------------------------------------------
# Scope of THIS file: the 389 COARSE X_0^D(N)-type rows only (autmuO_norms IS
# NULL).  The 2,198 enhanced rows are a deferred follow-up (see the T14 ticket
# Log 2026-07-22 scoping entry).  Populated via the T13/T30-validated
# JLDecomposition arm; every value here reproduces the shipped 338-row ground
# truth exactly (cross-check (a): 338/338).
#
# The `label` key column below is the CURRENTLY-SHIPPED coarse label.  These
# PREDATE the T29 canonical sort and WILL be reassigned on the T27 reload -- do
# NOT load against the current DB.  Re-key each row from T14-jacobian-keys.csv
# (invariant tuple discB,discO,deg_mu,level,index,genus) before loading.
#
# To produce the loadable file after re-keying:  grep -v '^#' <this> > load.txt
# then, with editor credentials, from ~/claude/lmfdb:
#   from lmfdb import db
#   db.gps_shimura_test.update_from_file('load.txt', label_col='label', sep='|')
# ({p,e} pairs in `conductor` are int4[][]; \N is NULL; genus-0 rows carry the
#  trivial empty-array decomposition + NULL trace_hash/traces/log_conductor;
#  18 rows carry NULL trace_hash because a constituent dim>=21 newform has no
#  trace_hash in LMFDB -- see the ticket Log.)
# ==========================================================================
label|newforms|dims|mults|conductor|rank|simple|squarefree|genus_minus_rank|log_conductor|trace_hash|traces
text|text[]|integer[]|integer[]|integer[]|integer|boolean|boolean|integer|numeric|bigint|integer[]

843.1.1.4.47.a.1|{843.2.a.a,843.2.a.b,843.2.a.c,843.2.a.d,843.2.a.e,843.2.a.f}|{1,3,6,8,14,15}|{1,1,1,1,1,1}|{{3,47},{281,47}}|4|f|t|43|316.637447026087206456|1950539504784100685|{3,-1,2,-4,8,-2,2,-12,-12,2,-12,-2,14,12,-4,6,0,-14,4,-32,22,8,24,2,-30,-26,-52,-40,-30,42,16,-40,26,-24,46,-44,18,-52,-68,62,-20,102,-60,-54,26,-16,54,6,88,-62,10,60,-12,16,66,-84,-50,-52,86,1,86,-30,24,68,46,94,112,62,36,34,30,72,66,-106,0,4,-134,86,86,-90,-72,-60,28,26,16,68,126,-50,-14,-60,44,-8,108,-132,60,-8,-22,170,-24,-6,-48,-6,-112,34,-108,42,-164,102,-76,-138,104,-110,158,28,-14,30,28,20,-42,-80,90,-72,22,-192,-52,262,18,-48,-152,2,-68,-164,60,-34,-74,-130,-154,84,-18,38,26,-298,0,272,-2,92,86,-42,48,104,110,-242,-84,156,176,-4,172,-26,-42,46,-16,-110,-74,176,78,-108,-164,-22}
849.1.1.2.47.a.1|{849.2.a.a,849.2.a.b,849.2.a.c,849.2.a.d,849.2.a.e}|{1,6,10,12,18}|{1,1,1,1,1}|{{3,47},{283,47}}|3|f|t|44|316.970781756633323854|1057996383140453271|{-3,1,-2,0,-4,-2,-6,0,8,-18,20,14,-10,-4,44,-34,16,-34,20,30,-4,0,34,-26,-14,-12,36,-28,-22,-40,-6,0,-62,24,14,-20,34,-12,-20,26,24,36,12,2,30,40,-12,64,30,30,46,0,-34,-12,-62,-4,10,12,38,-116,-11,46,4,110,98,-18,48,-30,-24,102,58,68,124,-6,0,-60,-94,-2,-18,-10,32,-170,96,-126,148,32,-170,-118,18,-4,-164,232,-56,118,56,56,66,-74,-72,130,-48,50,148,-150,-24,40,84,38,-20,-78,28,-2,250,64,-40,-70,-162,136,-378,-60,58,-62,-162,-44,-148,10,24,-56,2,-162,64,-200,-64,-34,50,168,-320,-104,-90,-50,144,-50,0,182,-62,104,-110,14,12,-232,148,22,-50,68,156,52,-172,66,-62,172,-188,94,332,40,-302,-232,-72,254}
851.1.1.2.67.a.1|{851.2.a.a,851.2.a.b,851.2.a.c,851.2.a.d,851.2.a.e,851.2.a.f,851.2.a.g,851.2.a.h}|{1,2,3,3,5,12,20,21}|{1,1,1,1,1,1,1,1}|{{23,67},{37,67}}|5|f|t|62|452.009612614416067057|\N|{1,0,6,0,0,10,-14,8,-5,2,12,1,10,-4,-8,-2,-44,34,16,-16,-2,24,48,18,-14,34,-60,20,30,54,92,8,14,28,-42,-28,2,4,-52,-22,-52,10,84,22,-18,40,44,32,4,70,72,36,66,-32,-10,-72,48,56,-50,82,-20,66,72,-92,90,46,36,-78,-128,94,-14,132,-64,34,-28,-132,26,-38,-50,-102,-24,50,-52,18,40,-88,94,-38,86,-52,116,-92,16,-64,-84,-80,162,34,256,186,-92,-90,-64,10,-180,-38,-16,-76,140,-66,-120,242,-102,176,-84,-146,-28,-64,-22,-184,10,50,-202,-284,-28,38,102,22,116,242,20,-84,-144,-54,10,250,118,-256,58,-270,120,98,-44,116,66,-24,246,-90,-16,70,150,-34,-160,32,48,-60,212,-222,-46,-22,52,-214,16,-100,114,-88,-48,22}
858.1.1.4.21.a.1|{858.2.a.a,858.2.a.b,858.2.a.c,858.2.a.d,858.2.a.e,858.2.a.f,858.2.a.g,858.2.a.h,858.2.a.i,858.2.a.j,858.2.a.k,858.2.a.l,858.2.a.m,858.2.a.n,858.2.a.o,858.2.a.p,858.2.a.q}|{1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2}|{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1}|{{2,21},{3,21},{11,21},{13,21}}|5|f|t|16|141.846686089247207899|177028826501125764|{1,1,6,8,1,1,2,4,-8,-34,0,6,-22,-20,0,-10,-52,46,12,-24,-6,-24,-44,10,-22,-26,-80,-20,-2,-30,-8,4,-54,12,86,-8,-42,-4,-88,-50,-92,14,32,-30,-26,16,-60,48,4,-26,58,-48,34,-20,82,-24,14,0,38,-38,-68,-26,20,-96,10,94,20,-70,108,126,98,136,0,6,20,32,54,30,-46,-54,84,-122,-16,66,-48,28,-14,42,46,-48,20,96,40,-148,92,184,78,26,28,-66,-44,14,196,-6,-84,266,92,18,40,-142,-56,118,-22,-76,152,18,-244,192,30,-60,-74,-22,-26,108,-52,-34,-122,-32,120,-82,-140,-152,-24,14,-198,50,-10,116,158,-118,-52,54,-32,-36,-74,168,-10,-6,-20,32,14,-158,52,136,28,-72,144,-174,290,-82,36,-182,-40,-132,-14,-8,-40,54}
862.1.1.2.35.a.1|{862.2.a.a,862.2.a.b,862.2.a.c,862.2.a.d,862.2.a.e,862.2.a.f,862.2.a.g,862.2.a.h,862.2.a.i,862.2.a.j,862.2.a.k}|{1,1,1,1,1,1,2,5,6,6,10}|{1,1,1,1,1,1,1,1,1,1,1}|{{2,35},{431,35}}|6|f|t|29|236.573934473229258401|1938792227883304486|{-1,-4,-6,-8,0,0,-2,-8,4,-2,-28,-24,-6,-18,-20,22,0,-18,-14,-12,-42,-4,38,6,-22,20,4,-22,42,-22,44,-6,-10,-60,42,12,42,-64,-16,-34,0,-8,-28,70,-26,-32,54,-36,52,-38,-70,4,2,14,74,-28,32,-24,-54,90,24,-76,80,48,-22,-48,58,-70,44,20,-30,68,-44,-100,40,52,-78,18,86,-74,26,76,1,-62,-76,40,62,-78,-54,-32,-72,172,40,40,10,20,164,206,132,-34,32,48,-56,-14,-42,-70,-86,42,24,-18,148,-34,-46,-130,-36,-70,-8,-124,-4,-216,-114,30,-98,90,-94,50,-118,156,48,-130,-98,88,20,42,-74,-74,34,-154,-50,-18,-68,84,-64,112,-28,-48,-8,102,-170,292,6,46,-58,-84,-40,-12,68,2,118,-180,86,-158,260,192,6,-112,-164,38}
865.1.1.2.57.a.1|{865.2.a.a,865.2.a.b,865.2.a.c,865.2.a.d}|{9,13,16,19}|{1,1,1,1}|{{5,57},{173,57}}|2|f|t|55|385.475581895117121327|906834141289256760|{-3,-4,-1,-8,0,-6,-2,-4,16,-14,-12,-14,-2,-32,36,-6,32,6,-48,-12,-38,-20,20,10,-34,38,-28,-52,-22,6,-40,32,22,-4,-6,-16,-14,-68,56,-13,-44,66,20,-62,74,124,68,64,0,18,26,-8,-38,-100,-38,100,138,-56,30,-86,-56,-10,72,28,-18,154,-56,6,-108,-54,-54,24,-24,-130,20,80,82,18,-70,-122,-12,-170,-20,2,84,-80,18,-202,54,16,32,-16,28,256,148,-20,-106,14,12,-182,-84,190,0,138,-20,50,36,-14,72,2,-16,-234,-14,32,-124,182,-88,40,-166,16,-42,-90,-42,-4,-80,-2,-34,-20,8,-146,-48,132,140,198,-178,-118,-14,-120,-38,310,-12,62,-48,168,118,-120,94,22,164,-24,66,14,-388,-96,-168,-160,72,-102,-166,-290,-136,-106,-60,-264,-202,44,164,-170}
866.1.1.2.37.a.1|{866.2.a.a,866.2.a.b,866.2.a.c,866.2.a.d,866.2.a.e}|{1,2,5,13,16}|{1,1,1,1,1}|{{2,37},{433,37}}|3|f|t|34|250.263741616810100777|1149875378810540952|{1,4,0,4,0,10,6,10,-16,-4,20,26,14,2,0,18,24,-4,10,24,-2,8,-10,-2,-10,-12,40,-10,46,-10,24,-30,14,-16,-20,20,-24,30,-76,-40,-28,72,12,-10,-10,12,-60,80,38,-46,-58,64,-14,-122,10,-48,-106,44,-2,-6,-4,58,-30,64,58,-32,176,14,-18,176,26,20,-8,92,164,0,66,-62,94,126,-30,38,104,-5,0,-26,30,-66,-72,124,12,48,68,-58,136,80,28,-58,146,54,-38,84,150,-138,-18,38,-210,-26,68,54,-148,100,-34,86,204,70,88,-4,40,-106,104,-62,-156,150,46,-140,76,28,-84,114,76,-108,-72,-146,194,174,68,72,100,-34,-6,-280,84,-36,150,128,-30,-138,34,4,-166,50,16,96,-100,-176,4,-6,-154,138,108,-158,-108,-224,202,68,172,-232}
869.1.1.2.65.a.1|{869.2.a.a,869.2.a.b,869.2.a.c,869.2.a.d,869.2.a.e,869.2.a.f,869.2.a.g,869.2.a.h}|{1,1,1,1,11,11,18,21}|{1,1,1,1,1,1,1,1}|{{11,65},{79,65}}|5|f|t|60|439.877303142250482485|\N|{1,2,-8,8,-3,-2,-2,16,2,-22,2,-4,-18,24,-40,-10,-10,-6,14,-2,30,1,64,-56,-4,-46,20,56,14,-48,0,28,44,100,2,48,44,-4,32,-22,-6,-64,-46,-18,46,32,-84,-82,-40,-24,2,-4,30,74,26,-68,-38,-12,38,-26,-76,-2,44,-32,-28,-36,118,38,96,-126,60,160,-98,66,-50,10,-28,58,-134,-34,24,-26,36,20,108,146,-124,-18,-10,-62,38,-12,10,12,-116,-60,-76,-56,192,114,184,-14,-4,66,96,20,148,-134,4,2,-20,-94,-158,238,34,-20,46,-30,108,-28,0,6,46,28,42,-174,100,-146,50,-50,120,-76,14,58,122,-114,78,224,-256,-346,60,18,78,100,108,-110,-158,-174,114,-248,70,-68,-24,92,308,-188,-52,106,-74,-214,-62,74,188,194,288,138,164,-282}
870.1.1.4.17.a.1|{870.2.a.a,870.2.a.b,870.2.a.c,870.2.a.d,870.2.a.e,870.2.a.f,870.2.a.g,870.2.a.h,870.2.a.i,870.2.a.j,870.2.a.k,870.2.a.l,870.2.a.m}|{1,1,1,1,1,1,1,1,1,2,2,2,2}|{1,1,1,1,1,1,1,1,1,1,1,1,1}|{{2,17},{3,17},{5,17},{29,17}}|5|f|t|12|115.064384598026699844|1026397595571311778|{1,-3,1,0,-12,-10,2,4,8,1,8,6,-14,-4,16,6,12,6,20,24,34,-56,-4,-30,-38,-26,0,-28,-18,2,-72,44,26,28,-58,-24,14,4,-24,-18,4,-10,32,10,-10,-8,-12,-88,156,-34,-14,-32,18,52,-102,56,-50,8,-34,-70,-100,22,-28,40,26,30,-36,-6,68,46,26,104,40,46,108,112,54,22,-14,-6,-44,-82,32,-22,-8,60,-70,74,30,-8,132,-32,-16,-60,20,120,62,58,28,-26,-44,-82,132,-110,44,122,-108,-6,-136,-54,-56,-18,-38,172,-88,-70,84,-8,62,-52,86,-62,6,-92,-28,-82,-122,0,-144,14,4,8,-88,-74,26,-94,-170,36,-50,-126,-180,-154,96,-36,38,40,-154,66,-36,64,22,-54,4,40,-132,-96,8,50,202,-2,-12,66,-176,4,106,-136,-112,-122}
871.1.1.4.67.a.1|{871.2.a.a,871.2.a.b,871.2.a.c,871.2.a.d,871.2.a.e,871.2.a.f}|{1,3,8,12,20,23}|{1,1,1,1,1,1}|{{13,67},{67,67}}|3|f|t|64|453.566012449117687313|\N|{3,4,2,-4,8,1,0,-6,-10,24,0,-8,18,-8,18,38,14,14,-3,20,-12,0,-36,36,-6,-14,-20,-26,-50,6,30,20,86,-76,24,-42,-36,2,-92,92,68,24,68,-24,-30,-58,48,-6,-62,50,54,44,-16,-52,92,32,-14,-52,22,182,82,-90,18,-44,14,-22,-4,-46,28,70,-22,-66,20,-6,48,112,134,4,234,-22,122,96,62,-18,-110,224,112,-44,-88,120,-56,-158,8,-6,140,-68,152,142,-34,-126,-96,114,136,28,98,-22,28,-134,168,-124,-144,0,72,-88,-68,-10,84,76,-82,142,-82,-162,-162,-28,-198,46,-54,-42,-236,26,-212,-176,-206,34,0,182,-124,-200,14,202,-148,48,-146,-66,28,-118,-68,2,-76,98,108,268,84,-62,-130,22,8,278,154,54,-262,48,4,-30,352,-68,-88,90}
878.1.1.2.37.a.1|{878.2.a.a,878.2.a.b,878.2.a.c,878.2.a.d,878.2.a.e,878.2.a.f,878.2.a.g,878.2.a.h,878.2.a.i,878.2.a.j}|{2,2,2,2,3,3,4,4,7,8}|{1,1,1,1,1,1,1,1,1,1}|{{2,37},{439,37}}|5|f|t|32|250.772923964499316398|42435947321885479|{-1,-2,-6,4,-8,-2,6,0,-16,-6,8,0,2,-6,12,-6,22,18,30,4,-34,4,-8,-30,6,28,36,-26,-2,-50,12,-18,-2,16,-12,-4,4,-6,8,-12,-42,-20,-52,-38,88,40,-36,24,2,-30,-98,-52,74,-64,70,8,-30,64,-76,-14,-48,-12,-4,-56,62,100,64,50,40,116,62,-44,-28,94,80,84,-16,42,-34,50,-26,-16,-132,22,1,-16,-6,-74,50,44,-72,252,-76,-104,126,-176,-50,-46,50,110,170,-24,70,138,-26,6,18,-138,104,2,-44,8,118,-104,-80,-130,40,92,-8,20,-158,126,-48,260,-60,-72,-132,24,68,40,98,228,4,-48,10,66,-78,-106,8,-142,-224,-38,160,10,36,-168,40,-138,30,-128,-144,-66,28,96,28,-172,140,-46,26,146,-100,350,-40,20,-14,108,-64,-76}
879.1.1.4.49.a.1|{879.2.a.a,879.2.a.b,879.2.a.c,879.2.a.d}|{7,7,17,18}|{1,1,1,1}|{{3,49},{293,49}}|2|f|t|47|332.160459986573672869|653514836072426166|{-1,-1,2,-4,0,-2,6,0,0,6,16,-2,26,-8,20,2,36,2,-20,28,46,-20,8,50,42,-14,24,-20,10,54,-8,-16,-10,-36,90,-32,30,-80,-48,74,-48,58,-96,-30,38,-60,-20,-56,20,-6,50,-108,106,56,26,44,166,76,58,22,-12,1,36,68,-34,82,-60,34,72,42,130,-96,20,114,-8,-36,22,94,94,54,-56,-74,-40,38,28,-176,74,22,170,-56,132,-56,-28,-60,-64,-4,122,106,-4,34,-84,-34,-104,-90,120,-14,-152,-202,-16,134,132,-22,14,-68,-128,-126,-36,-120,-102,28,18,-6,-242,-72,100,-166,-34,44,80,-402,36,-112,172,-162,94,42,-94,-56,106,42,76,162,-32,24,-218,48,42,118,-176,-192,-66,66,-176,-144,-64,-92,292,258,150,-82,-72,34,-220,80,126,260,-120,146}
886.1.1.4.36.a.1|{886.2.a.a,886.2.a.b,886.2.a.c,886.2.a.d,886.2.a.e,886.2.a.f,886.2.a.g,886.2.a.h,886.2.a.i,886.2.a.j,886.2.a.k}|{1,1,1,1,1,2,4,4,6,6,9}|{1,1,1,1,1,1,1,1,1,1,1}|{{2,36},{443,36}}|6|f|t|30|244.321810221782914110|468584875938933015|{0,2,4,0,0,-10,-8,-12,8,-12,-12,-10,-20,0,-8,-12,-2,2,-6,-8,24,4,36,-4,-8,80,8,-14,-18,-18,-32,60,68,-50,-46,-28,-32,-38,-18,12,-48,-74,76,4,-30,-8,0,8,74,58,-48,28,-32,28,-44,40,-40,24,60,-32,-4,56,-70,-4,-20,12,-42,0,150,-134,104,96,-128,-98,24,78,-22,36,168,-92,62,-24,-52,24,-104,-4,156,4,96,12,44,146,36,-224,26,56,-18,24,28,-16,-40,-38,-34,32,164,92,136,68,-168,-56,36,-18,66,-32,-40,120,96,96,20,84,-4,-48,-124,116,-46,-10,144,-44,-20,-104,64,88,0,-134,-62,-4,-20,-106,-108,12,-20,122,132,-132,114,40,2,92,76,64,-140,-292,248,-62,-136,-90,-64,-48,20,58,18,-16,-26,64,20,-40,76,-148}
889.1.1.2.63.a.1|{889.2.a.a,889.2.a.b,889.2.a.c,889.2.a.d}|{12,15,16,20}|{1,1,1,1}|{{7,63},{127,63}}|2|f|t|61|427.776125837375988424|2275552020860198113|{-1,-4,-6,1,-4,-2,-10,-8,12,-2,-20,-18,-22,20,-12,-26,16,-14,28,-20,-46,-16,-44,-6,-34,18,24,8,-18,-38,-9,52,-26,40,-30,8,50,0,68,50,8,-14,20,-50,14,-16,44,-12,-60,-18,58,60,-86,-20,-98,-32,118,72,114,14,20,14,0,-12,-110,22,-100,-98,40,30,10,60,60,-10,-80,188,114,14,34,18,-40,10,-40,-18,52,16,66,42,98,128,-188,60,-12,84,-112,-88,-50,-222,28,54,-36,134,28,-130,48,-50,152,2,-24,-110,-48,42,102,-84,-112,-10,-24,-108,30,60,30,-118,-206,24,-88,110,-166,228,-84,-62,-232,272,-96,-154,214,-22,-126,-200,-246,-14,40,70,60,104,6,-132,190,150,160,112,186,-146,-140,52,-84,92,-76,-246,-70,122,-80,-94,-228,236,54,140,100,-130}
893.1.1.2.69.a.1|{893.2.a.a,893.2.a.b,893.2.a.c,893.2.a.d}|{12,16,18,23}|{1,1,1,1}|{{19,69},{47,69}}|2|f|t|67|468.826474080478434231|\N|{-3,4,-2,-4,4,-2,-6,1,4,-10,16,-10,-2,20,-9,-22,16,-10,4,8,-26,-36,-40,6,-38,10,32,40,22,6,-44,-36,2,76,-22,24,-2,-36,-16,50,-24,30,-4,-90,-46,-56,-56,44,-100,18,-6,-24,-34,-80,42,12,-62,48,-30,-82,96,-22,-16,28,26,-10,100,-78,-24,94,-46,44,56,-14,84,-32,2,254,54,-94,68,78,64,-170,68,80,10,-18,-86,80,120,60,16,-52,-68,188,-154,-174,84,-46,84,-106,-16,-62,-60,-18,24,86,44,-26,48,-234,-42,-72,-32,22,220,48,6,68,-82,58,-86,-8,-124,-54,50,20,148,22,96,4,-128,82,-66,158,-254,104,-206,-2,-152,-166,-28,-16,50,-448,122,-22,120,16,170,18,224,-144,-76,112,-124,-6,-34,-10,132,110,48,-236,78,-84,224,-130}
895.1.1.4.59.a.1|{895.2.a.a,895.2.a.b,895.2.a.c,895.2.a.d,895.2.a.e,895.2.a.f,895.2.a.g}|{1,1,2,8,11,18,18}|{1,1,1,1,1,1,1}|{{5,59},{179,59}}|4|f|t|55|401.012599378216466876|1800157816690804693|{3,0,-1,-4,8,-14,-6,-4,-4,-6,-12,6,14,-12,-12,10,8,-50,0,36,-2,8,-44,2,-22,10,-36,20,-34,2,40,24,86,4,58,-52,-38,-8,48,38,1,-66,-84,-74,26,-52,40,28,64,-58,130,4,22,12,46,-48,-38,-36,2,26,-72,22,-20,-28,50,22,16,26,148,-106,-50,68,-32,-98,-20,-84,-22,-98,-10,42,-60,66,-56,-10,-160,-44,-18,94,102,12,52,76,-116,-52,12,108,102,134,32,22,-16,162,24,154,32,2,88,194,120,-54,-28,-114,110,-100,112,-82,-144,-344,74,-12,-146,10,290,-248,196,-174,-138,92,28,-30,-132,88,-108,-190,226,-174,98,-116,90,-26,172,162,36,-56,58,-112,2,150,-172,-148,158,-10,-40,-184,-192,152,96,106,-74,-10,40,-38,-60,-72,-206,-92,-28,-118}
898.1.1.2.37.a.1|{898.2.a.a,898.2.a.b,898.2.a.c,898.2.a.d,898.2.a.e,898.2.a.f,898.2.a.g,898.2.a.h,898.2.a.i,898.2.a.j}|{1,1,1,1,2,3,4,5,7,12}|{1,1,1,1,1,1,1,1,1,1}|{{2,37},{449,37}}|5|f|t|32|251.606292527181385299|1397916535009262991|{1,2,2,-8,4,0,2,2,-4,0,-8,-16,-10,-30,-28,-34,0,6,-24,0,-50,-24,-14,10,18,-26,-40,-18,-32,34,28,-42,50,18,-48,-8,16,50,-76,44,14,22,-76,6,34,-8,18,84,-4,6,6,64,2,52,-2,-108,102,-64,-92,-26,-38,106,-10,-44,-42,24,-36,-14,96,22,78,112,-96,-4,-52,28,64,-76,-2,-58,58,78,-20,-38,16,2,-9,30,-60,8,128,16,-140,98,52,52,-152,178,-14,106,-40,24,56,82,76,-14,130,130,40,-70,-20,58,-30,-22,-4,-158,-228,112,-134,-34,-26,-106,18,-154,-8,-50,-20,-232,28,36,-38,256,76,-50,98,-14,-14,52,242,-86,-192,-14,-100,90,-136,8,42,58,4,-76,-148,118,-42,180,200,-156,12,54,-66,-68,-56,242,-40,-106,-42,52,124,18}
899.1.1.2.71.a.1|{899.2.a.a,899.2.a.b,899.2.a.c,899.2.a.d,899.2.a.e,899.2.a.f}|{1,1,10,11,23,25}|{1,1,1,1,1,1}|{{29,71},{31,71}}|3|f|t|68|482.891095447485039391|\N|{1,0,2,4,-4,14,2,-8,-8,1,-5,38,-38,-24,8,18,-4,30,12,44,-26,28,-4,14,26,-6,28,44,90,26,24,-76,-86,12,30,-8,22,-20,-64,-14,-8,62,-12,94,-42,-4,-28,-12,-62,150,-42,0,22,24,38,92,34,40,-66,-48,76,122,36,28,-78,122,128,74,-92,30,-114,16,-60,86,28,24,-82,62,50,46,20,254,-56,-62,28,132,42,74,18,144,-16,-104,-12,-12,-12,-224,222,-170,-16,114,-16,110,-32,66,80,58,-52,-78,-204,70,-140,206,-102,-168,120,10,-108,-212,-110,-28,194,18,10,-172,-68,150,106,-216,120,54,-8,-152,-8,182,-230,-54,10,-220,90,-70,52,10,-176,-252,62,64,-66,90,44,16,274,-186,-176,-188,220,104,44,26,-198,190,48,86,224,-40,-346,-132,-148,-22}
901.1.1.2.69.a.1|{901.2.a.a,901.2.a.b,901.2.a.c,901.2.a.d,901.2.a.e,901.2.a.f,901.2.a.g,901.2.a.h,901.2.a.i,901.2.a.j}|{1,1,1,1,1,1,12,13,18,20}|{1,1,1,1,1,1,1,1,1,1}|{{17,69},{53,69}}|6|f|t|63|469.441862774975316093|391634297010631046|{3,0,2,-4,12,-10,1,-4,-12,6,-20,-2,6,-32,4,1,12,-22,-20,16,-2,-8,-32,-22,-22,-58,12,-24,-22,30,-8,48,-22,-24,18,4,-42,12,64,-134,80,-82,76,14,70,36,0,-68,92,-70,-34,60,-18,24,78,80,-70,-32,22,-30,-96,-122,-4,4,42,-70,-148,142,124,6,70,-48,-92,50,-28,-36,10,78,-66,114,56,42,156,-6,16,96,-118,34,46,-164,248,-20,64,84,148,-64,-26,18,-68,-158,-32,90,-128,218,132,-2,-8,42,84,46,-64,-102,-30,-132,-164,190,-176,-100,142,232,-106,-174,-274,136,-236,-94,50,-172,-200,-34,-156,-220,84,-166,142,-114,6,80,190,-54,-152,90,228,-52,18,252,-18,-258,-4,-92,-90,-82,-96,108,-200,76,140,242,90,-326,228,-158,52,-140,-246,220,-56,-170}
905.1.1.2.61.a.1|{905.2.a.a,905.2.a.b,905.2.a.c,905.2.a.d,905.2.a.e,905.2.a.f,905.2.a.g}|{1,1,5,6,13,17,18}|{1,1,1,1,1,1,1}|{{5,61},{181,61}}|4|f|t|57|415.284031565695493408|1995924528995088573|{-3,0,1,4,-8,14,-2,4,-16,-6,4,14,-26,12,-4,-18,-4,30,-8,12,6,-8,-8,-10,2,6,36,-32,34,-46,-4,-20,-26,8,-18,104,26,16,16,-2,-8,1,-52,50,-2,-64,12,-40,-32,46,54,-44,6,-68,18,104,10,-128,-30,-26,-48,-58,60,108,-26,-6,-84,94,-80,18,-70,-84,180,94,-44,60,6,-18,-118,-78,-80,-98,120,94,-108,40,-282,-42,-102,-68,68,164,68,80,164,-84,-86,-166,-132,-102,-20,-98,144,26,-44,14,100,-62,24,6,140,-122,78,52,52,-78,232,-88,-114,48,-50,14,-238,-176,4,-18,38,-40,-88,-214,60,84,148,2,58,38,-78,324,42,6,-224,-174,-188,-64,-118,164,-238,-22,44,-92,-42,218,60,-12,-92,184,-100,-30,-242,22,60,70,-40,-144,-430,288,-220,-26}
910.1.1.4.25.a.1|{910.2.a.a,910.2.a.b,910.2.a.c,910.2.a.d,910.2.a.e,910.2.a.f,910.2.a.g,910.2.a.h,910.2.a.i,910.2.a.j,910.2.a.k,910.2.a.l,910.2.a.m,910.2.a.n,910.2.a.o,910.2.a.p,910.2.a.q}|{1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3}|{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1}|{{2,25},{5,25},{7,25},{13,25}}|8|f|t|17|170.336114987772393129|1710848499850314006|{-3,-4,1,1,4,1,-6,-20,8,14,0,-18,2,-28,16,-10,20,-18,-12,0,-78,24,-36,50,-6,-26,-8,4,-2,58,-16,20,2,-4,38,-48,-50,-76,72,-34,52,-58,-32,-86,30,24,-44,-32,-20,102,18,-24,-6,-4,-6,-48,110,0,-10,10,-60,-26,-100,8,18,-26,20,-38,20,-82,10,-16,-64,-26,68,-48,22,62,-30,2,148,134,-8,-86,56,20,-46,-46,-114,96,-4,-16,-8,-52,28,136,-2,26,-12,126,12,6,188,34,28,-6,100,138,0,26,-80,-258,2,-12,64,42,-36,-24,-146,-76,182,26,102,-52,172,30,-90,0,-40,-162,-164,8,72,-58,-94,-150,22,-4,62,26,36,6,-40,-116,14,184,86,-94,-68,256,86,-30,-36,136,36,-48,-96,-70,-142,-98,-172,-134,-72,-116,202,-88,-8,118}
913.1.1.2.67.a.1|{913.2.a.a,913.2.a.b,913.2.a.c,913.2.a.d,913.2.a.e,913.2.a.f,913.2.a.g}|{1,1,5,12,15,16,17}|{1,1,1,1,1,1,1}|{{11,67},{83,67}}|2|f|t|65|456.721303999862887325|2128980363753709759|{1,-2,-4,-4,-3,-22,-10,0,10,14,-18,-40,10,12,-12,-18,-2,-26,2,10,-54,-12,1,12,-40,-10,36,24,-42,-80,-44,28,72,12,-42,72,-64,20,0,2,66,-8,14,-50,50,24,-108,-2,-48,-36,-26,28,-18,42,38,-44,34,4,-82,42,-160,66,-96,80,-64,-108,82,-6,40,-66,20,108,74,-66,46,30,52,-170,-6,146,-112,-54,100,-28,64,70,-72,-66,-70,-82,138,-88,114,48,-96,80,216,-68,76,42,40,-82,56,54,184,-196,72,-106,-12,-18,40,-122,-170,114,-130,-180,38,122,36,-204,12,-34,54,-20,-86,90,0,-130,6,-94,64,80,42,-54,182,-94,26,-40,224,-290,196,-14,-18,280,-164,-190,-98,-210,166,-148,-106,-56,-88,8,280,-132,-72,90,-250,10,34,-142,52,186,188,-238,-100,-154}
914.1.1.2.39.a.1|{914.2.a.a,914.2.a.b,914.2.a.c,914.2.a.d,914.2.a.e,914.2.a.f}|{1,1,5,5,12,15}|{1,1,1,1,1,1}|{{2,39},{457,39}}|3|f|t|36|265.895392286711850336|1874786179382926718|{1,0,0,8,-6,8,-2,16,-8,6,-4,-4,-6,26,-12,4,14,24,4,-28,10,-12,6,10,-14,-16,4,16,-38,10,16,48,-46,-2,4,-8,22,-44,-12,-68,-86,44,-72,-2,-42,40,30,-4,-12,-2,94,16,74,-58,-6,12,66,72,-32,-94,-40,-120,88,-4,-90,-8,160,98,88,142,-6,52,80,-26,50,-4,-126,180,62,2,100,70,32,-82,48,-132,126,-3,122,24,10,-32,80,104,144,-68,92,-82,6,46,-10,-34,54,-14,-68,182,188,-38,-100,210,-96,-120,66,-120,-100,-102,-78,56,30,-58,82,18,-46,-74,234,-236,-30,-120,84,-12,16,-108,-36,102,-82,-98,-102,-152,-76,14,106,28,56,-28,72,80,-8,62,0,-28,12,290,2,-36,100,-108,-80,-62,58,-194,-94,34,-72,76,242,44,36,192}
