# ==========================================================================
# T14  gps_shimura_test  Jacobian columns  --  PROVISIONAL, pending T27 reload
# --------------------------------------------------------------------------
# Scope of THIS file: the 389 COARSE X_0^D(N)-type rows only (autmuO_norms IS
# NULL).  The 2,198 enhanced rows are a deferred follow-up (see the T14 ticket
# Log 2026-07-22 scoping entry).  Populated via the T13/T30-validated
# JLDecomposition arm; every value here reproduces the shipped 338-row ground
# truth exactly (cross-check (a): 338/338).
#
# The `label` key column below is the CURRENTLY-SHIPPED coarse label.  These
# PREDATE the T29 canonical sort and WILL be reassigned on the T27 reload -- do
# NOT load against the current DB.  Re-key each row from T14-jacobian-keys.csv
# (invariant tuple discB,discO,deg_mu,level,index,genus) before loading.
#
# To produce the loadable file after re-keying:  grep -v '^#' <this> > load.txt
# then, with editor credentials, from ~/claude/lmfdb:
#   from lmfdb import db
#   db.gps_shimura_test.update_from_file('load.txt', label_col='label', sep='|')
# ({p,e} pairs in `conductor` are int4[][]; \N is NULL; genus-0 rows carry the
#  trivial empty-array decomposition + NULL trace_hash/traces/log_conductor;
#  18 rows carry NULL trace_hash because a constituent dim>=21 newform has no
#  trace_hash in LMFDB -- see the ticket Log.)
# ==========================================================================
label|newforms|dims|mults|conductor|rank|simple|squarefree|genus_minus_rank|log_conductor|trace_hash|traces
text|text[]|integer[]|integer[]|integer[]|integer|boolean|boolean|integer|numeric|bigint|integer[]

393.1.1.2.21.a.1|{393.2.a.a,393.2.a.b,393.2.a.c,393.2.a.d,393.2.a.e}|{2,4,4,5,6}|{1,1,1,1,1}|{{3,21},{131,21}}|2|f|t|19|125.450001849254485946|10030396187558687|{-3,-1,-2,0,0,-10,-10,4,4,-18,8,-18,14,-24,16,-34,-24,-30,36,4,-6,-8,20,38,-18,18,28,12,-50,-50,-4,1,-2,16,66,32,14,32,-4,18,48,-70,-20,-42,-10,-8,-12,0,96,-38,-58,24,10,60,-54,80,-130,28,10,-18,-4,-30,-52,-96,86,38,-40,-38,-20,78,-10,-24,92,58,-108,44,-34,118,-170,-62,64,-38,20,46,-40,-152,78,-114,18,48,-92,56,-72,-96,28,-28,-54,42,-80,-54,200,82,-128,-146,-68,2,40,-114,28,34,152,6,26,44,12,210,156,-28,2,68,-114,-46,266,-40,128,-138,-94,116,80,118,-40,28,-44,62,34,-126,-34,100,186,-62,-188,-10,84,-28,-150,-56,46,14,-100,88,98,86,-72,120,160,-88,48,186,22,294,56,-114,32,-24,6,40,-68,154}
394.1.1.4.16.a.1|{394.2.a.a,394.2.a.b,394.2.a.c,394.2.a.d,394.2.a.e,394.2.a.f}|{2,2,2,2,4,4}|{1,1,1,1,1,1}|{{2,16},{197,16}}|2|f|t|14|95.6216145487669410592|2204494010428434999|{0,-4,0,0,0,4,4,-6,0,-6,-20,-22,16,6,-12,-2,-14,-22,0,4,-32,-44,-6,0,44,30,-28,30,-2,16,-12,-12,8,40,28,-44,6,-10,-28,38,4,-74,32,-8,-4,24,-28,32,-28,56,50,16,4,78,84,-68,-40,36,-60,-24,36,-58,-96,112,-40,-28,-34,-64,-30,-48,-76,120,-4,96,66,-60,-16,24,88,-32,-20,24,-68,-108,64,-40,-88,76,88,36,-96,140,-36,114,-26,80,-8,-30,-40,-112,4,-10,28,52,-60,68,74,12,44,44,100,174,152,-108,-12,-120,-76,72,-26,152,18,-132,32,0,6,-124,-128,92,12,106,-94,-52,-28,-20,152,-84,44,-14,-244,-124,-54,-30,52,-306,70,-32,86,116,-48,-148,-12,-176,-92,12,12,92,88,-16,108,184,84,-160,-20,144,-156,108,-20,-92}
395.1.1.2.27.a.1|{395.2.a.a,395.2.a.b,395.2.a.c,395.2.a.d,395.2.a.e,395.2.a.f,395.2.a.g,395.2.a.h}|{1,1,1,3,3,3,4,11}|{1,1,1,1,1,1,1,1}|{{5,27},{79,27}}|2|f|t|25|161.429915652330290457|2049379454047350382|{1,0,-1,8,4,10,-6,0,-12,2,12,26,-30,4,8,10,-4,14,32,-36,6,1,24,-26,26,-46,0,16,50,6,40,8,-30,36,106,-12,110,40,28,-10,-48,22,24,-6,78,-28,-68,-36,-60,38,30,-72,30,20,-82,-48,-26,-32,30,42,-96,50,16,-116,22,14,28,66,-56,-14,18,124,-40,2,-20,-128,-6,86,-106,6,-132,130,-68,-58,80,24,-78,26,-6,-88,-100,-72,-4,-96,-20,0,94,-26,92,122,-80,-10,-72,14,96,86,-60,-142,28,66,4,198,74,20,88,2,72,160,62,-56,118,-46,62,140,-152,74,106,24,-72,150,144,-112,-28,6,54,-10,78,-148,106,114,-168,-158,148,-72,-34,44,-130,50,-12,140,-30,-246,-40,-244,228,148,-4,-10,94,146,164,-30,4,228,126,168,160,-94}
398.1.1.2.17.a.1|{398.2.a.a,398.2.a.b,398.2.a.c,398.2.a.d,398.2.a.e}|{1,2,2,6,6}|{1,1,1,1,1}|{{2,17},{199,17}}|2|f|t|15|101.769684089835440982|621572502140022890|{-1,2,2,8,-6,-6,6,2,4,-14,12,4,-14,12,16,-22,-26,-10,6,0,30,12,18,2,-18,-16,-24,-6,12,-46,-28,-56,50,16,20,24,42,86,-36,-48,54,-8,-4,66,20,1,14,72,28,36,98,-40,98,20,-14,-60,-22,-32,16,-26,-22,70,10,-16,-46,48,-40,-2,-42,-60,-62,84,28,56,-16,-48,128,92,34,-46,98,-118,-152,-14,48,124,-62,-42,2,-28,-38,-56,-16,70,-62,-76,42,-94,-60,16,30,44,100,-18,-94,14,74,-74,-8,-126,92,102,154,-90,96,146,80,-84,-14,-88,-74,86,14,-68,80,82,166,-156,92,-92,-134,144,-68,46,-162,-166,-240,170,74,-30,-134,-6,132,80,-38,168,98,-94,-80,64,-138,-242,38,84,-44,-128,-220,-14,-30,126,96,26,-212,144,86,-196,24,-50}
403.1.1.2.31.a.1|{403.2.a.a,403.2.a.b,403.2.a.c,403.2.a.d,403.2.a.e}|{2,6,7,8,8}|{1,1,1,1,1}|{{13,31},{31,31}}|2|f|t|29|185.967033420347172441|9172863158832618|{-3,0,-2,0,-4,1,-14,-4,-4,-14,-5,2,-14,-16,-4,26,-24,6,-36,-12,6,-12,-8,-2,-22,8,14,-22,2,-12,-36,10,22,-8,14,44,-8,-40,92,-20,-28,-38,-18,14,-10,8,-82,-72,36,30,56,40,66,60,128,20,-6,-80,14,-90,-66,-102,4,82,-114,-70,80,66,0,-54,-6,-8,-64,-48,48,-80,-50,86,-54,50,80,-62,-52,18,-68,14,78,-58,34,56,16,-16,-24,8,-112,-20,-162,48,-160,22,-52,150,26,46,-144,-78,84,-50,-92,10,-78,10,-18,-68,-140,94,12,36,204,-28,154,-102,-158,64,-208,160,-170,-112,-8,-162,-32,184,6,146,-74,-114,66,-88,6,-114,208,-134,28,-204,54,68,-34,84,224,-40,110,-146,-124,76,62,32,-90,-114,44,206,172,-186,84,46,-10,56,-24,-96}
407.1.1.4.31.a.1|{407.2.a.a,407.2.a.b,407.2.a.c,407.2.a.d}|{4,4,11,12}|{1,1,1,1}|{{11,31},{37,31}}|2|f|t|29|186.273208748720444641|980267642251617442|{3,4,2,8,1,14,6,4,-16,-2,0,-1,26,16,-8,18,-16,-6,0,12,14,24,24,-42,26,-34,48,-4,6,38,-28,36,6,-44,-10,28,86,28,-4,-38,-32,10,-24,62,62,-40,-44,8,-124,2,-42,36,30,-56,54,-36,74,-48,2,34,36,46,-52,40,102,-46,96,38,-152,30,86,16,56,-14,-96,40,-142,50,-2,-10,-72,-14,-52,86,-52,4,-110,90,-98,-108,32,-44,44,60,-124,-212,22,34,132,26,-4,38,236,158,20,74,-4,-34,180,130,-8,26,106,96,-80,82,160,20,14,28,-90,-66,-130,-100,36,-62,-58,-160,144,174,52,76,-8,178,46,10,-90,-116,-210,-14,-60,-186,72,-76,-166,36,130,18,68,188,-70,154,-24,-52,-32,-300,-228,142,274,-202,92,-74,172,32,-34,-76,-80,98}
411.1.1.2.23.a.1|{411.2.a.a,411.2.a.b,411.2.a.c,411.2.a.d,411.2.a.e}|{3,3,3,5,9}|{1,1,1,1,1}|{{3,23},{137,23}}|2|f|t|21|138.427643933413395954|1553901160398853704|{3,-1,6,0,0,-6,2,-4,8,10,4,6,10,4,-16,14,-8,-2,-32,-12,34,-28,-28,22,2,42,6,-4,52,42,-20,0,1,48,34,4,38,4,16,-34,32,50,-16,-24,78,-80,12,-12,-80,-42,-30,52,-2,0,22,-8,38,-4,26,-34,-68,-30,-72,-68,28,-38,-120,-42,32,-38,-54,100,-132,26,12,-56,-74,70,-34,-4,-40,-30,48,10,36,108,-18,-86,178,-108,-100,12,-40,-160,16,-16,18,-58,42,150,36,14,124,50,84,-6,-16,90,-136,-38,-76,38,-74,-144,-100,18,12,-80,86,48,30,-34,-146,-148,-80,90,78,228,-28,-74,140,-172,212,142,-30,22,206,-184,-166,54,4,262,-132,-52,114,56,22,-122,166,124,2,-106,-136,96,112,308,16,22,-168,210,68,-162,154,48,82,-152,268,4}
413.1.1.2.29.a.1|{413.2.a.a,413.2.a.b,413.2.a.c,413.2.a.d,413.2.a.e,413.2.a.f}|{2,3,5,5,5,9}|{1,1,1,1,1,1}|{{7,29},{59,29}}|2|f|t|27|174.679980195869949916|2060235799224802755|{-1,4,-2,-1,4,-10,2,-4,12,-22,0,-18,14,20,8,14,1,-38,16,-12,10,-4,-40,-26,10,18,44,-4,-38,2,-20,-12,-30,-12,10,0,34,72,60,22,-24,18,40,-54,-14,-8,28,48,24,-70,-50,-44,-14,8,26,4,34,84,-14,-18,120,-54,72,48,34,-22,-80,-6,80,-34,-114,-80,48,-78,20,-56,-110,22,54,14,68,-26,36,-74,-24,-20,70,50,-66,-48,88,80,108,84,48,-156,-138,-50,12,-146,44,-98,80,-142,112,10,104,86,-12,-46,148,-50,-42,220,-48,22,56,-164,-50,152,-22,110,18,-124,100,-62,-26,-16,-16,66,-192,-108,188,-34,-154,-74,-110,104,106,138,-120,-38,60,224,-110,-12,78,122,-156,-36,-6,146,184,-76,108,-288,84,134,-18,-26,24,6,-32,100,138,268,104,378}
415.1.1.4.27.a.1|{415.2.a.a,415.2.a.b,415.2.a.c,415.2.a.d,415.2.a.e}|{1,2,6,7,11}|{1,1,1,1,1}|{{5,27},{83,27}}|2|f|t|25|162.763520046228854048|2117280074460205557|{-1,0,1,-8,0,-6,10,4,-2,14,-8,-34,16,-4,16,-10,0,10,-12,36,10,-24,-11,58,14,2,-16,76,-2,-14,-52,-14,50,40,-6,-28,-70,-8,-16,38,52,42,-12,-44,26,-10,-60,-24,24,48,-34,-48,66,-52,126,-36,94,8,-16,-74,-92,36,-80,4,-38,-118,-12,46,-4,-50,-18,-44,8,-66,-80,96,-14,-112,84,-6,-36,-6,-52,-18,-4,-152,-42,-50,14,-124,88,-48,-52,-4,8,0,62,124,-60,14,68,46,-20,82,-184,62,-100,-70,-144,-14,-38,-54,-18,92,-64,90,-8,220,262,88,14,130,-54,236,76,12,22,116,56,-86,126,92,-48,18,74,118,-6,-54,-2,-130,44,46,12,52,-54,160,-134,42,12,-132,-134,-58,-152,-16,152,-48,180,10,206,238,20,106,32,184,190,-116,4,34}
417.1.1.2.23.a.1|{417.2.a.a,417.2.a.b,417.2.a.c,417.2.a.d,417.2.a.e,417.2.a.f}|{1,2,3,3,7,7}|{1,1,1,1,1,1}|{{3,23},{139,23}}|2|f|t|21|138.760983101372433317|578967782464865591|{-3,1,-2,0,4,-2,-10,12,4,-22,8,0,0,-4,-6,-30,0,-6,-36,-40,-26,-4,-16,10,30,-6,56,-2,46,-30,-20,-28,-26,-11,-42,64,42,32,58,10,28,14,-10,-14,-14,-32,-36,-36,4,-42,-66,16,26,44,-50,36,-54,-64,6,14,12,22,-18,40,8,-138,20,30,12,-50,54,-56,60,42,52,32,-114,26,106,-6,-184,66,-72,-78,64,88,-134,98,122,-124,-84,-8,-8,20,-116,196,-102,-178,30,24,-32,14,-8,-118,-44,114,-38,-30,160,2,12,174,-94,66,140,-26,-132,132,94,-28,30,-26,-114,204,-168,-74,18,-148,52,-124,160,48,40,-74,-42,-42,74,-108,22,-62,-84,-18,100,16,214,76,142,2,-252,100,18,-180,-56,-16,-44,-134,-68,10,-94,-136,44,-106,-68,-60,22,100,28,90}
422.1.1.4.18.a.1|{422.2.a.a,422.2.a.b,422.2.a.c,422.2.a.d,422.2.a.e,422.2.a.f}|{1,2,3,3,3,6}|{1,1,1,1,1,1}|{{2,18},{211,18}}|3|f|t|15|108.810095652648212493|2253770189869212839|{0,0,-6,0,2,-6,-8,10,-8,4,-4,-10,-4,-6,-20,-4,0,12,16,-20,-18,-8,4,-28,12,-30,4,-18,-32,12,16,-20,-60,-18,12,28,56,32,60,-42,-54,36,4,40,44,16,-2,40,12,-8,16,-20,12,64,64,-26,2,-36,-46,-44,52,0,-46,30,-76,-76,-26,44,-6,8,60,-66,76,-52,-76,-108,-166,0,0,40,2,72,66,-2,-104,10,132,-60,120,-24,-64,-44,18,-78,44,82,-114,-52,30,-106,-104,-152,24,100,120,-4,108,188,104,-72,70,132,-72,-4,-110,72,-164,46,-72,120,-84,88,114,4,14,-24,30,4,-44,74,-12,-4,-168,36,0,0,200,-44,44,90,-110,18,-76,-206,-170,116,64,60,88,138,-164,-124,72,90,180,20,-72,112,106,-8,150,12,-24,128,132,106,96,184}
427.1.1.2.31.a.1|{427.2.a.a,427.2.a.b,427.2.a.c,427.2.a.d,427.2.a.e,427.2.a.f,427.2.a.g}|{1,1,1,6,6,7,9}|{1,1,1,1,1,1,1}|{{7,31},{61,31}}|4|f|t|27|187.760304410087361170|1827079422231288579|{-1,-4,2,-1,-12,2,-2,-4,-8,-2,0,2,-14,8,12,-34,-44,1,-28,-12,6,-32,-20,2,6,2,-24,-2,-24,40,6,52,0,-4,20,8,10,-38,44,14,6,-6,-60,14,-36,-4,-60,4,-60,-54,122,70,26,52,-66,70,50,-52,-22,-6,-4,-86,-84,-44,42,-72,-52,-70,-6,38,90,0,-80,-70,58,244,-14,-86,6,70,-8,-186,60,22,-104,-16,108,-118,138,-100,60,-52,-14,24,-84,-64,98,62,-24,-22,60,14,140,56,-44,6,36,-2,-32,-22,-76,116,58,-168,-88,-6,-196,-64,-62,138,86,18,146,40,68,-138,14,-44,-180,62,-104,-108,-48,-120,106,-50,50,132,178,-124,28,98,72,24,-34,-4,106,-154,0,122,-74,-242,12,-24,-76,-144,58,-222,-274,114,84,10,58,120,-40,-36,-26,94}
437.1.1.2.33.a.1|{437.2.a.a,437.2.a.b,437.2.a.c,437.2.a.d,437.2.a.e,437.2.a.f,437.2.a.g,437.2.a.h}|{1,1,2,2,2,5,8,12}|{1,1,1,1,1,1,1,1}|{{19,33},{23,33}}|5|f|t|28|200.637795438154474977|1335187150404660105|{1,4,-2,0,4,-2,2,1,-5,2,12,-14,-2,0,4,-2,-4,10,52,-32,-6,24,8,-30,-26,-18,-32,12,6,-78,44,-16,-18,8,-38,-44,-34,100,-52,70,36,10,40,6,-62,32,76,36,88,-6,-14,-76,-30,-68,-58,-12,-94,56,-42,-6,-28,34,-28,28,26,-54,12,-42,-56,-154,-10,-4,28,-26,8,-140,-94,6,94,-30,-28,26,44,26,-8,64,-46,66,-74,-4,-16,-20,-32,-68,-80,64,82,70,-160,-58,72,-150,-32,-10,48,-134,72,106,208,-66,-108,214,78,-52,236,-126,100,92,-42,128,54,-86,-70,180,120,-14,18,108,128,34,0,112,-80,-10,-110,90,218,48,-114,102,20,-86,44,284,30,8,-58,-14,-144,-4,78,66,-64,-84,172,-212,76,38,-102,14,196,166,56,-40,18,96,88,-62}
445.1.1.2.29.a.1|{445.2.a.a,445.2.a.b,445.2.a.c,445.2.a.d,445.2.a.e,445.2.a.f,445.2.a.g}|{2,2,2,4,4,7,8}|{1,1,1,1,1,1,1}|{{5,29},{89,29}}|3|f|t|26|176.844154182820966175|1131524388718801800|{-1,0,1,-8,-4,-14,6,0,-12,-2,-16,-26,2,-8,4,-2,0,-14,-20,0,14,-36,12,1,2,-18,8,20,-22,22,-56,-48,54,-16,-18,-32,-10,-16,48,-18,-36,-46,0,-18,6,8,-8,52,-16,-34,-66,16,2,20,-14,80,66,-64,-62,90,136,114,-48,40,-30,2,-112,-46,12,94,38,-80,-12,-34,-12,48,-18,-38,34,6,-64,-22,56,-110,4,-12,-42,-38,-110,-60,-104,76,16,88,160,12,-58,142,-8,34,140,-10,16,-130,-104,110,148,-166,-64,-54,-108,-18,-26,160,-36,-26,40,-84,6,-4,70,110,-26,-4,-4,-42,66,80,100,162,-60,-24,-8,-46,162,-34,114,148,-178,-38,-12,-82,48,-112,-6,196,90,114,192,-108,-82,42,24,-136,0,132,-144,-42,230,62,148,-42,-120,-44,-102,-136,-88,-130}
446.1.1.2.19.a.1|{446.2.a.a,446.2.a.b,446.2.a.c,446.2.a.d,446.2.a.e,446.2.a.f}|{1,1,1,1,7,8}|{1,1,1,1,1,1}|{{2,19},{223,19}}|4|f|t|15|115.906060088381217293|1837931984952097643|{-1,2,0,4,2,4,2,12,-4,10,12,10,-14,8,-4,-26,-10,48,22,4,-22,44,-40,-6,10,-62,20,-50,-18,6,12,-64,-14,8,28,20,16,46,-40,44,64,18,4,58,-14,64,56,1,-48,0,-26,-56,50,20,34,52,56,80,-20,-70,80,-68,6,-24,-38,-14,94,-42,-84,-26,-18,-112,-76,24,108,100,122,-60,-50,-30,-12,96,88,-26,144,-64,-22,18,-30,-24,10,-24,-44,22,-84,136,34,-14,-74,-124,-80,48,-10,18,-38,-70,-142,182,24,14,-52,-44,26,38,140,50,-100,-8,-76,40,100,-46,50,76,-6,-42,80,112,-140,10,-78,-52,200,-60,-62,-22,-36,-206,166,34,-30,58,-144,-82,84,-124,-128,-58,134,8,28,-118,-102,132,12,-24,40,-166,-50,-18,-100,226,-156,286,-70,-88,-132,-370}
447.1.1.4.25.a.1|{447.2.a.a,447.2.a.b,447.2.a.c,447.2.a.d}|{3,3,9,10}|{1,1,1,1}|{{3,25},{149,25}}|2|f|t|23|152.563964865339220810|664837973445616773|{3,-1,6,4,0,-6,6,-8,12,6,4,6,-10,-4,8,-6,-48,-10,0,0,26,-20,-12,42,30,14,4,8,-22,34,-12,28,70,20,1,-16,38,44,32,34,28,38,60,74,18,4,-4,-72,-12,-34,70,-28,-62,-56,-30,-44,98,-4,62,-46,-52,82,-32,-160,-6,70,-8,2,-52,-18,122,-40,60,-50,-16,-24,-86,-74,-38,54,-144,102,-4,-58,-148,80,-58,58,14,-40,0,36,116,-16,-40,-96,-138,122,-48,-142,28,-118,176,-34,-88,34,-44,70,-64,82,16,-66,278,-100,20,-78,-28,16,10,-4,2,86,-122,-168,56,134,-10,24,28,-46,16,80,-108,6,58,-46,-34,168,-126,-154,-108,-66,-160,-28,-218,-60,-22,-74,-48,80,-130,-10,160,-248,-124,116,124,-114,-22,-54,204,18,-124,-36,122,224,-144,-18}
451.1.1.4.33.a.1|{451.2.a.a,451.2.a.b,451.2.a.c,451.2.a.d,451.2.a.e}|{1,5,5,10,12}|{1,1,1,1,1}|{{11,33},{41,33}}|3|f|t|30|201.678422203588385482|1632575645469205306|{3,-2,4,-4,-3,-6,14,-20,-2,26,-26,0,1,-4,-32,22,6,-18,14,-26,-10,-12,-16,-20,-4,42,24,0,-34,-14,-80,56,-24,-36,102,-76,0,40,68,50,14,-4,-18,-2,-2,-64,-16,100,-4,-4,-86,44,-58,-18,2,52,-4,36,-30,10,12,-134,-100,32,32,36,-98,86,-28,2,50,4,-42,-18,38,62,216,-42,-34,-6,-26,-42,-36,52,-84,42,-24,14,130,-58,22,48,-78,92,-156,-32,60,-76,-48,-42,20,6,112,162,-8,116,28,194,100,166,128,14,-74,-56,-42,-160,-102,174,52,-260,20,10,66,88,-26,354,-76,98,54,-2,-60,96,-158,-26,-6,-18,-214,28,-196,106,-48,170,2,112,144,46,210,-78,-86,-52,-174,60,-172,76,-56,-220,88,-82,6,-114,-126,98,148,170,-132,-216,-40,2}
453.1.1.2.25.a.1|{453.2.a.a,453.2.a.b,453.2.a.c,453.2.a.d,453.2.a.e,453.2.a.f,453.2.a.g}|{2,2,2,2,3,5,9}|{1,1,1,1,1,1,1}|{{3,25},{151,25}}|3|f|t|22|152.897303137075850505|1120842961660522269|{1,1,-6,4,-4,2,-6,4,-12,6,4,2,-30,-20,-24,2,-36,14,4,24,6,16,16,-54,10,-22,-8,-20,22,-2,-4,32,-14,-48,-98,-13,-6,-16,24,-14,128,-2,-4,50,-38,-20,72,28,44,-34,-14,-72,-14,-24,-18,108,-6,32,-30,-10,-32,-22,64,-4,6,38,-124,-34,8,62,-58,36,-48,22,0,-60,-142,-2,-86,78,20,-46,-24,114,-72,-40,34,-10,6,-144,128,-64,48,-64,-128,-148,-102,-122,136,78,-124,-126,144,-10,4,-26,128,-210,108,-50,-20,-30,-58,16,-32,-82,40,124,-66,108,66,-46,-2,304,20,-122,130,-56,80,178,164,-36,216,-2,46,106,-46,156,134,-166,-24,206,-76,80,-38,-148,-190,34,64,68,218,26,148,-12,-92,100,-68,-246,222,-334,68,82,-4,-368,242,88,-88,-230}
454.1.1.4.18.a.1|{454.2.a.a,454.2.a.b,454.2.a.c,454.2.a.d}|{2,4,5,7}|{1,1,1,1}|{{2,18},{227,18}}|2|f|t|16|110.125749564744263720|2234957226428293268|{0,-2,-4,-4,-2,-4,-4,-2,12,18,-8,-24,0,-2,24,-6,8,-20,0,0,-24,-12,28,-32,-36,34,-16,-8,26,-18,4,42,12,-46,-8,24,12,12,2,22,24,2,-92,-4,-36,8,16,-4,-4,-76,84,26,0,20,32,26,0,8,36,120,0,108,0,-48,-36,26,98,0,54,-30,8,-64,-88,-44,-28,-112,-56,-32,80,100,30,100,140,76,-16,-32,-12,-36,-50,-46,-16,-42,44,140,-64,-30,8,32,-4,-80,-120,-118,0,128,-32,80,-18,-48,-112,-70,156,-110,156,40,56,84,96,-48,-44,74,-2,36,128,-60,-134,108,122,140,-80,-152,164,-42,6,-46,16,36,62,-120,-190,28,-152,-8,52,-116,-84,-72,-244,-60,-192,128,-94,-144,196,88,-12,148,-132,-12,168,50,-20,-140,156,-138,-76,-130,32,-118}
458.1.1.2.20.a.1|{458.2.a.a,458.2.a.b,458.2.a.c,458.2.a.d,458.2.a.e}|{1,1,2,7,9}|{1,1,1,1,1}|{{2,20},{229,20}}|3|f|t|17|122.537383682283699157|1022007882680159353|{0,2,6,4,-2,12,-4,6,16,-12,0,6,-12,18,-20,14,-40,6,4,-4,0,0,-30,16,12,-24,28,-16,-28,-44,32,16,-20,-24,-14,-12,60,24,-20,6,12,46,8,32,20,36,76,-44,80,-4,26,64,-80,-96,12,60,-4,40,86,20,36,0,-34,-40,68,-100,-4,24,-30,60,80,64,-32,8,20,-108,-80,42,-84,20,-124,-54,-68,-36,-44,-14,56,132,10,164,-96,60,56,-106,8,132,-134,64,-72,6,92,-14,-192,164,-108,32,2,36,40,-196,-164,-20,68,-170,-44,148,-6,168,60,144,126,-68,184,220,178,-22,-124,-40,144,-54,0,-32,-80,78,32,-68,4,-34,4,-176,96,90,256,-164,-56,48,-180,120,2,64,-100,-68,162,56,62,160,60,-40,-40,-20,-108,100,12,-154,64,40,-36,-60}
462.1.1.4.9.a.1|{462.2.a.a,462.2.a.b,462.2.a.c,462.2.a.d,462.2.a.e,462.2.a.f,462.2.a.g,462.2.a.h}|{1,1,1,1,1,1,1,2}|{1,1,1,1,1,1,1,1}|{{2,9},{3,9},{7,9},{11,9}}|3|f|t|6|55.2200840197356496498|1282250882202229690|{-3,1,-2,1,1,6,-6,4,-16,-26,24,6,-14,4,8,-2,-4,-10,20,-16,-14,-48,-12,-38,-14,-18,-32,-4,38,2,0,-12,-22,-36,-2,-24,38,20,40,22,4,-18,-8,2,46,-32,28,8,36,14,-14,-32,-38,44,98,72,38,16,-34,98,12,-18,-76,64,-102,38,-36,34,-36,-10,34,40,-120,30,44,-24,-66,-58,50,50,-76,-42,-16,66,-56,28,-110,-6,-42,64,100,-16,-8,-36,-12,-8,-106,-22,-68,-10,-4,-10,36,-78,52,-62,-84,-6,-144,-14,80,-34,-22,12,-8,34,148,48,70,-140,30,-14,78,-68,-92,6,22,40,0,214,-84,40,48,54,-46,26,-66,100,-26,-94,76,-98,168,-36,38,-128,-50,-30,92,-24,-42,-62,4,104,-52,-8,8,-30,-94,-74,132,82,-104,-116,2,-80,-112,-34}
466.1.1.2.19.a.1|{466.2.a.a,466.2.a.b,466.2.a.c,466.2.a.d,466.2.a.e,466.2.a.f}|{1,1,3,3,5,6}|{1,1,1,1,1,1}|{{2,19},{233,19}}|2|f|t|17|116.739527048387271620|267268833970809069|{1,-2,0,-4,-6,2,-6,-4,-4,6,-16,-14,-30,6,-4,16,-26,4,6,4,-2,-12,22,-2,-38,-2,-12,-8,-38,18,0,16,18,-30,40,-16,10,-70,-20,62,78,10,44,-14,-14,-64,-30,-28,22,-34,-5,-4,30,40,14,-52,70,-40,52,70,32,66,12,-88,-6,-112,-72,-10,110,34,-98,48,-32,-64,-74,96,56,0,50,10,-22,-36,60,62,36,132,-22,118,-64,-16,-48,0,-40,-44,20,-52,28,-26,-74,52,-96,-50,-106,-30,104,-18,44,-58,16,-102,4,-144,-42,134,-20,2,-16,24,74,66,26,78,-116,-192,-72,38,-84,24,8,156,18,-8,-52,42,34,66,82,58,38,58,-136,-84,-36,-156,44,44,-216,-30,-70,-140,-122,142,308,-48,-124,4,-136,74,-42,-94,-8,-150,-96,-18,-22,108,-256,228}
469.1.1.2.33.a.1|{469.2.a.a,469.2.a.b,469.2.a.c,469.2.a.d,469.2.a.e,469.2.a.f,469.2.a.g,469.2.a.h,469.2.a.i}|{1,1,2,2,3,3,5,7,9}|{1,1,1,1,1,1,1,1,1}|{{7,33},{67,33}}|5|f|t|28|202.969891358727219038|933346813136781585|{1,4,-2,1,8,-2,0,2,-10,-20,0,-16,-10,-4,22,18,6,-22,-3,8,-12,32,32,24,6,-42,8,-26,-46,6,6,48,10,-52,-40,-54,-36,-10,-68,-4,20,-28,4,40,34,-54,4,34,-14,42,-42,84,-20,48,28,84,-10,12,-86,106,-38,-58,-118,80,34,34,-16,-14,8,-94,-34,-62,-100,-66,-164,120,14,52,46,90,182,-8,-26,-98,-82,84,-124,-56,180,32,16,26,0,142,-48,-60,-172,-30,130,-2,-112,10,132,-96,-42,-110,-44,-82,32,-64,4,-32,-68,48,-44,62,20,160,-74,230,-30,-54,-58,-92,10,-2,38,-18,108,-18,64,112,114,-38,-132,78,80,-56,162,190,144,-24,-18,-70,-184,-214,-232,218,156,-138,28,-40,-104,-174,130,-22,180,90,46,114,-106,76,-52,-170,124,-108,-16,18}
471.1.1.4.27.a.1|{471.2.a.a,471.2.a.b,471.2.a.c,471.2.a.d,471.2.a.e}|{1,2,3,9,12}|{1,1,1,1,1}|{{3,27},{157,27}}|3|f|t|24|166.181168538443279218|436372376577350294|{-1,1,6,0,0,10,14,12,-4,6,4,-2,22,-4,8,10,-24,2,16,-20,14,-44,-4,-2,-26,30,-28,-40,-6,6,28,92,-38,16,82,0,-5,40,-24,70,-24,18,0,22,2,-8,-44,-68,-52,10,26,-28,102,-24,14,28,-10,-32,38,-18,-4,-50,-28,4,6,62,104,-26,-88,70,86,-92,72,-134,-68,-68,-50,-86,-46,-2,-16,58,-76,14,80,-40,114,-146,2,-8,-276,52,-104,24,40,-72,-58,218,180,-134,0,-50,-236,-166,68,22,-8,130,-36,114,32,-86,126,48,104,114,-188,-100,-50,-28,22,118,30,96,72,-26,10,124,-92,-122,112,220,-168,-6,218,-70,-78,-164,298,118,44,22,-16,48,66,-128,22,226,-60,-180,-6,34,-44,120,-56,-56,180,78,6,-90,-132,214,100,148,18,-36,92,-190}
